Test_ID,Applied_Voltage_kV,Load_Current_A,Ambient_Temperature_C,Test_Duration_min,Sensor_S1,Sensor_S2,Sensor_S3,Sensor_S4,Reference_Parameter,Validity_Label,S3_consistency_residual,S3_abs_residual,S3_consistency_z,Sensor_S1_missing,Sensor_S2_missing,Sensor_S3_missing,Sensor_S4_missing,Sensor_S1_imputed,Sensor_S2_imputed,Sensor_S3_imputed,S1_clean,S2_clean,S3_clean,S4_clean,S3_minus_S1,S3_minus_S2,S2_minus_S1,S3_to_S1_ratio,power_proxy,missing_count,imputed_count,negative_sensor_count,zero_sensor_count,sentinel_count,flag_negative_sensor,flag_sentinel,flag_s3_s1_inconsistency,input_support_score,attention_score,predicted_validity,validity_probability
TRN-0768,24.9567,103.8645,43.7261,16.1546,17.6763,,21.7368,53.8115,49.1874,Invalid,-0.1864477735508956,0.1864477735508956,-0.1116903328639278,0,1,0,0,0,1,0,17.6763,13.57855,21.7368,53.8115,4.0604999999999976,8.158249999999999,-4.097750000000001,1.2297136676150169,174273.14895609464,1,1,0,0,0,0,0,0,0.30486674448888146,3.9419568438861647,Invalid,0.89
TRN-0109,22.871,98.2611,23.1992,7.9469,16.5071,16.9606,20.0505,53.2645,37.4384,Valid,-0.2022666203103078,0.2022666203103078,-0.1211421597263315,0,0,0,0,0,0,0,16.5071,16.9606,20.0505,53.2645,3.5433999999999983,3.0899,0.45349999999999824,1.214658410830242,76729.25674132256,0,0,0,0,0,0,0,0,0.2869017384721855,1.5873386827819607,Valid,0.01
TRN-0873,26.6998,56.1904,35.416,31.4179,16.3946,15.2187,21.3825,41.5613,21.7451,Valid,0.4464382241514784,0.4464382241514784,0.266461688260064,0,0,0,0,0,0,0,16.3946,15.2187,21.3825,41.5613,4.9879,6.1638,-1.1759000000000004,1.3042396250962969,99197.65380065764,0,0,0,0,0,0,0,0,0.5074102980884475,1.2516410920831689,Valid,0.0
TRN-0589,23.5742,80.0256,28.2073,5.4162,15.6847,15.9431,19.5115,52.9688,22.5337,Invalid,-0.1019557025088957,0.1019557025088957,-0.0612059683030458,0,0,0,0,0,0,0,15.6847,15.9431,19.5115,52.9688,3.826800000000002,3.5684000000000022,0.25839999999999996,1.243982196674341,34685.86830476083,0,0,0,0,0,0,0,0,0.33171713632591,3.197771695651226,Invalid,0.45
TRN-0203,12.9827,26.2827,18.5198,33.0949,8.5219,-0.2015,11.2283,67.3265,13.8386,Invalid,0.8416958004280808,0.8416958004280808,0.5026297372865766,0,0,0,0,0,0,0,8.5219,-0.2015,11.2283,67.3265,2.7064000000000004,11.4298,-8.7234,1.3175802138253045,22861.305588870622,0,0,1,0,0,1,0,0,0.27261987032687923,5.957389996632818,Invalid,0.75
TRN-0963,22.0301,29.581,24.2657,46.4353,12.6477,11.2868,16.7821,72.0159,17.5945,Valid,0.099452968745016,0.099452968745016,0.0591365521241187,0,0,0,0,0,0,0,12.6477,11.2868,16.7821,72.0159,4.134399999999999,5.4953,-1.3609000000000009,1.3268884248611013,40632.53878570329,0,0,0,0,0,0,0,0,0.33033234912641884,1.398471853871281,Valid,0.0
TRN-0445,21.45,50.8455,34.0144,31.5401,13.5733,13.0423,17.1751,47.7971,19.8208,Valid,0.0563198248384146,0.0563198248384146,0.0333643188863345,0,0,0,0,0,0,0,13.5733,13.0423,17.1751,47.7971,3.601800000000001,4.132800000000001,-0.5310000000000006,1.2653582655962328,81539.51253417203,0,0,0,0,0,0,0,0,0.6739128302393245,0.7655386584076856,Valid,0.02
TRN-0935,9.4254,88.5794,30.4932,48.8792,9.996,12.1686,18.5332,39.0483,29.1563,Invalid,7.063869693953039,7.063869693953039,4.220404569031088,0,0,0,0,0,0,0,9.996,12.1686,18.5332,39.0483,8.5372,6.364600000000001,2.172599999999999,1.8540597698481696,383521.3608530333,0,0,0,0,0,0,0,0,0.32109085141855526,5.738222866193977,Invalid,0.96
TRN-0415,19.177,89.8922,38.4577,56.7523,15.2102,15.9875,18.729,36.1364,36.2324,Valid,0.7427191914525721,0.7427191914525721,0.4434908009473831,0,0,0,0,0,0,0,15.2102,15.9875,18.729,36.1364,3.518799999999999,2.7414999999999985,0.7773000000000003,1.2313439459415747,458593.06788019795,0,0,0,0,0,0,0,0,0.34164729146725215,1.8801962180128788,Valid,0.03
TRN-0209,29.9956,79.3101,32.0155,17.061,18.8294,18.2246,23.9815,35.0363,30.7826,Invalid,-0.0685181765969424,0.0685181765969424,-0.0412269072227006,0,0,0,0,0,0,0,18.8294,18.2246,23.9815,35.0363,5.152100000000001,5.756900000000002,-0.6048000000000009,1.2736193008702876,107315.25896385263,0,0,0,0,0,0,0,0,0.3576824192001218,3.005862068822457,Invalid,0.58
TRN-0544,27.3237,36.5954,27.8369,36.5974,15.3085,13.4413,19.8104,29.1183,20.0523,Valid,-0.3967850402124639,0.3967850402124639,-0.2373677262563046,0,0,0,0,0,0,0,15.3085,13.4413,19.8104,29.1183,4.501900000000001,6.369100000000001,-1.8672000000000004,1.2940776078142158,49012.09084187298,0,0,0,0,0,0,0,0,0.3769255252466356,1.4835166757630334,Valid,0.0
TRN-0111,20.1785,19.6058,37.9269,15.0994,11.127,10.1191,14.7335,33.4432,16.8476,Valid,0.052670963476773,0.052670963476773,0.0311841090164443,0,0,0,0,0,0,0,11.127,10.1191,14.7335,33.4432,3.6064999999999987,4.6144,-1.0079000000000011,1.3241203162394928,5804.019011527816,0,0,0,0,0,0,0,0,0.3376728037126335,1.3958385015911774,Valid,0.01
TRN-0526,31.4644,29.237,41.6587,52.351,17.3032,15.1398,22.8723,49.0786,22.4432,Valid,-0.0956339143024145,0.0956339143024145,-0.0574286735041761,0,0,0,0,0,0,0,17.3032,15.1398,22.8723,49.0786,5.569099999999999,7.7325,-2.163400000000001,1.3218529972184352,44749.748349318994,0,0,0,0,0,0,0,0,0.2790563970969746,1.5793158793102269,Valid,0.02
TRN-0940,9.6406,56.2683,24.8761,48.8917,8.3068,9.0676,10.0189,32.4217,15.3632,Valid,-0.0069427803977806,0.0069427803977806,-0.0044353513836445,0,0,0,0,0,0,0,8.3068,9.0676,10.0189,32.4217,1.7120999999999995,0.9512999999999998,0.7607999999999997,1.2061067967125767,154797.06669196644,0,0,0,0,0,0,0,0,0.31087958548748285,1.462676180408679,Valid,0.02
TRN-0838,31.932,79.8589,32.6147,44.5479,20.6119,19.6283,25.9704,14.6559,32.5568,Valid,0.44005564577132,0.44005564577132,0.2626480710790844,0,0,0,0,0,0,0,20.6119,19.6283,25.9704,14.6559,5.358500000000003,6.342100000000002,-0.9835999999999991,1.2599705704129314,284101.7335230962,0,0,0,0,0,0,0,0,0.3398421474783817,1.702963776122321,Valid,0.03
TRN-0708,17.9052,36.8289,26.0267,32.4417,10.976,10.3199,14.1071,40.9626,16.3153,Valid,-0.0761467128892832,0.0761467128892832,-0.0457849894486293,0,0,0,0,0,0,0,10.976,10.3199,14.1071,40.9626,3.1311,3.7872000000000003,-0.6561000000000003,1.2852666861637334,44002.879697200246,0,0,0,0,0,0,0,0,0.40399107026444764,1.2378028489197341,Valid,0.0
TRN-0075,10.6255,33.6857,32.3691,40.2823,7.5093,7.9531,9.6454,54.134,14.8973,Valid,0.3244996027187348,0.3244996027187348,0.193602853785502,0,0,0,0,0,0,0,7.5093,7.9531,9.6454,54.134,2.1361000000000008,1.6923000000000004,0.4438000000000004,1.284458891695775,45709.38863794152,0,0,0,0,0,0,0,0,0.3570124943153075,1.519577865154887,Valid,0.01
TRN-0321,16.4319,106.2896,25.8871,25.654,14.4604,15.843,1.0,69.2522,44.1173,Invalid,-15.726476144549338,15.726476144549338,-9.396922046239204,0,0,0,0,0,0,0,14.4604,15.843,1.0,69.2522,-13.4604,-14.843,1.3826,0.06915433241519432,289825.5280145766,0,0,0,0,0,0,0,1,0.332458262722744,12.772005520793716,Invalid,0.99
TRN-0867,12.4308,52.8897,31.9177,46.884,9.4185,10.1833,11.7055,,17.0184,Valid,0.0223417639395737,0.0223417639395737,0.0130622858986918,0,0,0,1,0,0,0,9.4185,10.1833,11.7055,49.4543,2.287000000000001,1.5222000000000016,0.7647999999999993,1.2428186623998914,131149.56804376355,1,0,0,0,0,0,0,0,0.39791854244864266,2.657225201001406,Valid,0.11
TRN-0416,16.6191,71.8971,38.4489,6.7605,12.0738,13.1961,14.7668,,25.4373,Valid,-0.0102396953895649,0.0102396953895649,-0.0064052718308393,0,0,0,1,0,0,0,12.0738,13.1961,14.7668,49.4543,2.6929999999999996,1.5707000000000004,1.1222999999999992,1.2230439273104348,34946.3291981458,1,0,0,0,0,0,0,0,0.3580215824019889,2.4103621070268617,Valid,0.03
TRN-0188,26.6142,90.5936,48.4553,12.0777,17.7157,18.4443,22.0111,,43.1445,Valid,-0.417611991122655,0.417611991122655,-0.2498119162196329,0,0,0,1,0,0,0,17.7157,18.4443,22.0111,49.4543,4.295400000000001,3.5668000000000006,0.7286000000000001,1.2424621988054672,99124.10379956658,1,0,0,0,0,0,0,0,0.2744625242390977,2.7008868677414375,Valid,0.0
TRN-0050,11.9381,73.8834,36.8656,56.3173,10.3871,11.833,12.4416,62.0085,25.2323,Valid,-0.0445558025928516,0.0445558025928516,-0.0269092888941667,0,0,0,0,0,0,0,10.3871,11.833,12.4416,62.0085,2.054499999999999,0.6085999999999991,1.4459,1.197792263680658,307422.44408259116,0,0,0,0,0,0,0,0,0.3341454116149778,1.518618465664211,Valid,0.04
TRN-0150,26.2178,25.4714,35.5228,48.3043,14.3505,12.58,19.1492,42.953,19.5769,Valid,-0.1333843891457498,0.1333843891457498,-0.079984739544858,0,0,0,0,0,0,0,14.3505,12.58,19.1492,42.953,4.7987,6.5692,-1.7705000000000002,1.3343916000197902,31339.45393400522,0,0,0,0,0,0,0,0,0.3430346058742578,1.3939155277963424,Valid,0.0
TRN-0142,21.3253,74.4008,46.0511,24.5985,14.5831,15.3581,18.2474,47.2732,31.2509,Valid,-0.061914318781433,0.061914318781433,-0.0372810746569361,0,0,0,0,0,0,0,14.5831,15.3581,18.2474,47.2732,3.664299999999999,2.8892999999999986,0.7750000000000004,1.251269448012118,136164.48118118307,0,0,0,0,0,0,0,0,0.36987032850012325,1.2975404176566896,Valid,0.0
TRN-0133,8.076,29.8006,45.4033,12.3513,5.9675,7.1174,7.6489,60.1719,15.0277,Valid,0.3813016746804685,0.3813016746804685,0.2275423285002851,0,0,0,0,0,0,0,5.9675,7.1174,7.6489,60.1719,1.6814,0.5315000000000003,1.1498999999999997,1.2817573828950435,10968.890138934468,0,0,0,0,0,0,0,0,0.26015817119508694,2.2272259861101116,Valid,0.13
TRN-0906,25.8413,81.9552,43.1604,47.0577,17.4843,17.531,22.1277,41.4904,34.7399,Valid,0.2483169954192625,0.2483169954192625,0.1480834284397408,0,0,0,0,0,0,0,17.4843,17.531,22.1277,41.4904,4.6434,4.596700000000002,0.04669999999999774,1.2655746780971053,316070.3269132462,0,0,0,0,0,0,0,0,0.35063016244055634,1.446823103558628,Valid,0.0
TRN-0894,9.8798,101.6812,38.8328,20.6455,10.6819,13.5792,12.2654,34.8847,41.2056,Valid,0.033598542817506,0.033598542817506,0.0197882581898939,0,0,0,0,0,0,0,10.6819,13.5792,12.2654,34.8847,1.583499999999999,-1.3138000000000005,2.8972999999999995,1.1482403427851386,213455.19605158552,0,0,0,0,0,0,0,0,0.3117873223840009,2.156213613421892,Valid,0.19
TRN-0944,9.9425,82.4452,35.8081,40.7018,9.6835,11.9735,,50.8812,27.0719,Invalid,5.472005743601102,5.472005743601102,3.26925922474257,0,0,1,0,0,0,1,9.6835,11.9735,16.9269,50.8812,7.243399999999999,4.9534,2.289999999999999,1.7480128589736572,276658.7228035335,1,1,0,0,0,0,0,0,0.37106413835415664,6.607130948034256,Invalid,0.98
TRN-0030,31.3419,73.0867,33.8379,8.3587,19.2448,18.2686,24.291,54.3545,29.1257,Valid,-0.1187365206008799,0.1187365206008799,-0.0712325770455923,0,0,0,0,0,0,0,19.2448,18.2686,24.291,54.3545,5.046199999999999,6.022400000000001,-0.9762000000000022,1.2622104349172583,44649.38122776844,0,0,0,0,0,0,0,0,0.3124596312212506,1.4863133146030911,Valid,0.01
TRN-0302,24.9096,36.4844,36.5374,37.3227,14.063,13.0071,18.5927,61.9299,19.6812,Valid,-0.2554616208933069,0.2554616208933069,-0.1529263942601675,0,0,0,0,0,0,0,14.063,13.0071,18.5927,61.9299,4.5297,5.585600000000001,-1.0559000000000012,1.3220996074097935,49680.67306709227,0,0,0,0,0,0,0,0,0.4426481330387262,1.3476301281827152,Valid,0.02
TRN-0623,16.5307,105.1387,45.288,58.565,14.3957,16.4442,17.1558,35.4316,50.0012,Invalid,0.0873705010318488,0.0873705010318488,0.051917227312878,0,0,0,0,0,0,0,14.3957,16.4442,17.1558,35.4316,2.7600999999999996,0.7116000000000007,2.048499999999999,1.1917300362399632,647386.0744103148,0,0,0,0,0,0,0,0,0.2670886648916285,3.357739897529621,Invalid,0.46
TRN-0230,17.355,73.8506,31.1921,18.0737,12.7189,13.471,15.6576,56.9299,24.5185,Valid,0.1090579056271963,0.1090579056271963,0.0648755419389525,0,0,0,0,0,0,0,12.7189,13.471,15.6576,56.9299,2.9387000000000008,2.1866000000000003,0.7521000000000004,1.2310488870508558,98572.35341605052,0,0,0,0,0,0,0,0,0.4739996742131611,1.1568761935126302,Valid,0.01
TRN-0060,19.2254,85.8028,25.5407,7.2014,14.0182,14.7872,17.1449,74.0543,28.3885,Valid,-0.0641744922865754,0.0641744922865754,-0.0386315377453333,0,0,0,0,0,0,0,14.0182,14.7872,17.1449,74.0543,3.1266999999999996,2.3576999999999995,0.7690000000000001,1.2230448823351912,53017.574481130985,0,0,0,0,0,0,0,0,0.32143659012828635,1.4757583574887607,Valid,0.02
TRN-0546,23.5675,93.8871,42.115,39.0131,16.7881,17.4537,20.697,64.5418,40.7055,Valid,-0.1692216788379923,0.1692216788379923,-0.101397669484731,0,0,0,0,0,0,0,16.7881,17.4537,20.697,64.5418,3.908899999999999,3.243299999999998,0.6656000000000013,1.232836811290848,343892.1880268481,0,0,0,0,0,0,0,0,0.3761120184664352,1.3491736325518604,Valid,0.0
TRN-0210,30.7343,45.0422,45.8651,6.7379,17.3434,15.8132,22.8473,36.1972,23.9181,Valid,0.0766114770040147,0.0766114770040147,0.0454886656189592,0,0,0,0,0,0,0,17.3434,15.8132,22.8473,36.1972,5.503900000000002,7.0341000000000005,-1.530199999999999,1.3173476265624813,13669.850043321836,0,0,0,0,0,0,0,0,0.2659469485726419,1.6335947684736756,Valid,0.03
TRN-0893,14.6172,18.3131,44.6837,8.8063,8.0847,8.1434,10.6928,87.7375,16.0594,Valid,-0.1495722968276283,0.1495722968276283,-0.0896570818464643,0,0,0,0,0,0,0,8.0847,8.1434,10.6928,87.7375,2.6081000000000003,2.5494000000000003,0.058699999999999974,1.3225953682939773,2953.3655868471424,0,0,0,0,0,0,0,0,0.26997326789667214,1.78971054605312,Valid,0.06
TRN-0797,20.8602,47.6941,30.521,34.8513,12.9399,12.4513,,17.2785,18.6989,Invalid,0.3758863849763401,0.3758863849763401,0.2243066703343241,0,0,1,0,0,0,1,12.9399,12.4513,16.9269,17.2785,3.987,4.4756,-0.4885999999999999,1.3081157442362428,79277.19918745574,1,1,0,0,0,0,0,0,0.565008560165454,5.054289550003416,Invalid,0.51
TRN-0482,15.4736,30.7634,31.3967,13.3708,9.1938,9.1559,11.9994,33.9757,15.6428,Valid,-0.0531523055910838,0.0531523055910838,-0.0320457352607819,0,0,0,0,0,0,0,9.1938,9.1559,11.9994,33.9757,2.8056,2.843499999999999,-0.03789999999999871,1.3051607548992203,12653.948352140847,0,0,0,0,0,0,0,0,0.3544662932081044,1.4431131488445732,Valid,0.03
TRN-0469,9.7518,38.6358,39.6464,44.0459,7.2393,8.3028,9.3167,22.5854,15.7717,Valid,0.2269502690296558,0.2269502690296558,0.1353167203779947,0,0,0,0,0,0,0,7.2393,8.3028,9.3167,22.5854,2.077400000000001,1.0139000000000014,1.0634999999999994,1.2869596688082152,65748.41791157129,0,0,0,0,0,0,0,0,0.33280467770636785,1.469707364965259,Valid,0.0
TRN-0078,30.5467,109.1931,43.2382,33.7685,20.9985,21.4309,25.9315,77.0158,57.4073,Valid,-0.1843937599066158,0.1843937599066158,-0.1104630511515492,0,0,0,0,0,0,0,20.9985,21.4309,25.9315,77.0158,4.933,4.500599999999999,0.43240000000000123,1.2349209539153017,402626.3196689583,0,0,0,0,0,0,0,0,0.2846245929729878,1.6212138652055736,Valid,0.02
TRN-0240,15.0667,104.1581,36.4027,33.943,13.3738,15.3232,15.8001,51.3264,44.9059,Valid,0.0213199244364954,0.0213199244364954,0.0124517325371761,0,0,0,0,0,0,0,13.3738,15.3232,15.8001,51.3264,2.4263000000000012,0.47690000000000055,1.9494000000000007,1.1814210011956205,368244.5451923903,0,0,0,0,0,0,0,0,0.37570866421100246,1.621034404115171,Valid,0.09
TRN-0787,25.5006,45.3,39.6521,11.5301,14.4892,13.563,18.6989,53.7007,20.2559,Valid,-0.6958152524065575,0.6958152524065575,-0.4160395242244278,0,0,0,0,0,0,0,14.4892,13.563,18.6989,53.7007,4.209699999999998,5.135899999999998,-0.9261999999999997,1.2905396498497848,23660.802908999995,0,0,0,0,0,0,0,0,0.3588382878201243,1.6983629485841791,Valid,0.0
TRN-0658,8.197,36.7874,36.1863,47.6958,6.2612,7.4791,8.1375,47.2552,14.6794,Valid,-0.0807073247852834,0.0807073247852834,-0.0485099740624391,0,0,0,0,0,0,0,6.2612,7.4791,8.1375,47.2552,1.8762999999999996,0.6583999999999994,1.2179000000000002,1.2996689138361435,64547.3365870972,0,0,0,0,0,0,0,0,0.31399023006919946,1.4205295139240401,Valid,0.0
TRN-0243,11.3687,28.3467,45.6981,56.6098,7.6108,8.0341,9.851,62.3478,16.775,Valid,0.0787026259063097,0.0787026259063097,0.0467381358027599,0,0,0,0,0,0,0,7.6108,8.0341,9.851,62.3478,2.2402000000000006,1.8169000000000004,0.42330000000000023,1.2943431776644012,45487.97833730272,0,0,0,0,0,0,0,0,0.2628385443038142,1.8810610471951315,Valid,0.09
TRN-0506,14.2378,29.0391,42.7409,35.8399,8.9455,8.8975,11.729,39.6624,16.2324,Valid,0.1604881216297151,0.1604881216297151,0.0956053103313667,0,0,0,0,0,0,0,8.9455,8.8975,11.729,39.6624,2.7835,2.8314999999999984,-0.047999999999998266,1.3111605710574357,30222.68841761752,0,0,0,0,0,0,0,0,0.3466705354615859,1.402264239408195,Valid,0.0
TRN-0732,31.7669,86.9219,26.3532,49.2088,20.5981,19.391,25.9812,57.9927,33.7325,Valid,0.04638957162188,0.04638957162188,0.0274309512059968,0,0,0,0,0,0,0,20.5981,19.391,25.9812,57.9927,5.383100000000002,6.590200000000003,-1.2071000000000005,1.2613390257649855,371792.9892877685,0,0,0,0,0,0,0,0,0.2959143632214026,1.5956022247631916,Valid,0.04
TRN-0489,26.606,74.4996,26.1555,14.439,17.1607,16.5283,21.4351,37.1672,25.8404,Valid,-0.0014618650200262,0.0014618650200262,-0.0011604816042026,0,0,0,0,0,0,0,17.1607,16.5283,21.4351,37.1672,4.2744,4.906799999999997,-0.632399999999997,1.249080020581899,80139.19918791024,0,0,0,0,0,0,0,0,0.3528471723688593,1.575466136866484,Valid,0.07
TRN-0842,8.4367,41.2956,39.4313,21.0233,6.7362,7.9235,8.6162,54.0452,14.9845,Valid,0.4497657006842992,0.4497657006842992,0.2684498693553908,0,0,0,0,0,0,0,6.7362,7.9235,8.6162,54.0452,1.879999999999999,0.6926999999999994,1.1872999999999996,1.2790872018538613,35851.59227585909,0,0,0,0,0,0,0,0,0.3255813445386898,1.617287180278011,Valid,0.0
TRN-0988,21.9567,31.7733,22.7884,5.9133,12.9157,11.382,16.8997,47.4598,16.6707,Valid,0.76514352659078,0.76514352659078,0.45688943464391,0,0,0,0,0,0,0,12.9157,11.382,16.8997,47.4598,3.984,5.5177,-1.5336999999999996,1.3084607814823963,5969.728214536436,0,0,0,0,0,0,0,0,0.2838009541221085,2.249287526399693,Valid,0.09
TRN-0721,16.9431,86.3196,27.0104,38.5934,13.4948,14.3679,16.283,65.9021,28.9001,Valid,0.0705320427461764,0.0705320427461764,0.0418561783143924,0,0,0,0,0,0,0,13.4948,14.3679,16.283,65.9021,2.7882000000000016,1.9151000000000007,0.8731000000000009,1.2066120234371587,287562.2540005045,0,0,0,0,0,0,0,0,0.4160432213220336,1.2897697356703255,Valid,0.02
TRN-0646,25.9459,17.3392,44.559,44.8019,13.7463,11.9815,29.9373,48.0835,20.3064,Invalid,11.49471436378484,11.49471436378484,6.867852724411691,0,0,0,0,0,0,0,13.7463,11.9815,29.9373,48.0835,16.191000000000003,17.9558,-1.7647999999999993,2.1778426355872957,13469.595208399618,0,0,0,0,0,0,0,0,0.2908041903416291,8.366244343728432,Invalid,0.98
TRN-0681,15.4946,24.9221,38.7031,11.3605,9.2215,9.0022,12.0966,51.5528,16.121,Valid,0.3390280670958834,0.3390280670958834,0.2022836717969479,0,0,0,0,0,0,0,9.2215,9.0022,12.0966,51.5528,2.8750999999999998,3.0944000000000003,-0.2193000000000005,1.3117808254830283,7056.132292671806,0,0,0,0,0,0,0,0,0.3231525210199771,1.5959786297569938,Valid,0.01
TRN-0137,22.2192,100.676,37.4391,56.4213,17.3095,10.6228,21.2274,45.9637,44.5411,Invalid,0.7617391601474139,0.7617391601474139,0.4548553115066006,0,0,0,0,0,0,0,17.3095,10.6228,21.2274,45.9637,3.9178999999999995,10.6046,-6.6867,1.226343206711224,571866.9429399888,0,0,0,0,0,0,0,0,0.32114956310307924,2.1325561853004418,Invalid,0.92
TRN-0474,19.7376,68.2093,24.9525,24.924,13.4189,13.5545,16.9523,56.4578,21.7249,Valid,0.0932784106614939,0.0932784106614939,0.0554472279372855,0,0,0,0,0,0,0,13.4189,13.5545,16.9523,56.4578,3.5334000000000003,3.3978,0.13560000000000016,1.2633142334213434,115959.12450815675,0,0,0,0,0,0,0,0,0.430986410604257,1.1934744067287715,Valid,0.0
TRN-0793,29.9433,90.2695,38.0274,29.5678,,19.314,24.3668,51.4928,38.8282,Invalid,-0.1375735544375693,0.1375735544375693,-0.0824877832646987,1,0,0,0,1,0,0,13.627749999999999,19.314,24.3668,51.4928,10.739050000000002,5.052800000000001,5.686250000000001,1.7880267923708668,240935.6614947059,1,1,0,0,0,0,0,0,0.3614751404808252,3.3995375023030485,Invalid,0.99
TRN-0300,28.3887,54.9243,24.6385,26.9051,16.6301,15.3415,21.3679,23.2394,21.2878,Valid,-0.4260068879429042,0.4260068879429042,-0.2548279020547271,0,0,0,0,0,0,0,16.6301,15.3415,21.3679,23.2394,4.7378,6.026399999999999,-1.2885999999999989,1.2848922827329465,81164.0429117065,0,0,0,0,0,0,0,0,0.36041884550227454,1.533990211050178,Valid,0.0
TRN-0096,24.6363,36.24,34.7335,15.5026,13.896,12.6338,18.1854,56.9828,19.1808,Valid,-0.0763982810811754,0.0763982810811754,-0.0459353024916733,0,0,0,0,0,0,0,13.896,12.6338,18.1854,56.9828,4.2894000000000005,5.5516000000000005,-1.2622,1.3086778147108415,20360.14747776,0,0,0,0,0,0,0,0,0.3905223107552625,1.3048906809811485,Valid,0.01
TRN-0399,10.3861,18.7855,32.6305,50.6218,6.3956,6.3908,8.4581,20.3764,13.2902,Valid,-0.2579245489794548,0.2579245489794548,-0.1543980040556774,0,0,0,0,0,0,0,6.3956,6.3908,8.4581,20.3764,2.0625,2.0673000000000004,-0.0048000000000003595,1.322485267237996,17864.18062987345,0,0,0,0,0,0,0,0,0.2924032824535147,1.8495914391486479,Valid,0.07
TRN-0392,10.1905,67.5579,25.3445,35.5989,9.0985,10.207,10.7316,48.0055,18.7934,Valid,-0.0761361628334622,0.0761361628334622,-0.0457786857463099,0,0,0,0,0,0,0,9.0985,10.207,10.7316,48.0055,1.6331000000000007,0.5245999999999995,1.1085000000000012,1.1794898285543458,162475.86626895837,0,0,0,0,0,0,0,0,0.3513376354176365,1.3431034149110368,Valid,0.0
TRN-0922,29.8423,23.2777,32.2842,35.1458,16.0758,13.5681,21.498,52.7638,20.4154,Valid,0.1284776073810469,0.1284776073810469,0.0764788946667801,0,0,0,0,0,0,0,16.0758,13.5681,21.498,52.7638,5.4222,7.929900000000002,-2.5077000000000016,1.3372887587001838,19043.798027210883,0,0,0,0,0,0,0,0,0.3327761791166451,1.45092653643349,Valid,0.01
TRN-0674,10.2641,67.6886,36.7714,5.0434,8.766,10.3713,10.3567,76.1003,21.7744,Valid,-0.097719801864855,0.097719801864855,-0.0586750000154875,0,0,0,0,0,0,0,8.766,10.3713,10.3567,76.1003,1.5907,-0.014599999999999724,1.6052999999999997,1.1814611208520183,23107.58065093626,0,0,0,0,0,0,0,0,0.30949674269991656,2.0396815146156544,Valid,0.15
TRN-0805,15.6191,87.307,31.2849,31.8206,12.6735,13.9206,15.2714,60.0861,30.0341,Invalid,0.084009380480559,0.084009380480559,0.0499089437763076,0,0,0,0,0,0,0,12.6735,13.9206,15.2714,60.0861,2.597899999999999,1.3507999999999996,1.2470999999999997,1.204985832654095,242552.9132705294,0,0,0,0,0,0,0,0,0.46779324876236494,2.8343224462515777,Invalid,0.43
TRN-0849,18.5832,83.5181,42.8469,19.2857,13.6044,14.8572,16.5177,38.1275,31.9025,Valid,-0.3432184155073798,0.3432184155073798,-0.2053614447608119,0,0,0,0,0,0,0,13.6044,14.8572,16.5177,38.1275,2.9133000000000013,1.6605000000000008,1.2528000000000006,1.2141430609633201,134523.02302857817,0,0,0,0,0,0,0,0,0.384945182676643,1.4754710794075259,Valid,0.01
TRN-0720,8.7305,38.7524,42.7652,39.973,6.9272,7.8504,8.7984,39.3478,15.6642,Valid,0.259990887615583,0.259990887615583,0.1550586276769629,0,0,0,0,0,0,0,6.9272,7.8504,8.7984,39.3478,1.8712000000000009,0.9480000000000013,0.9231999999999996,1.2701217373228184,60029.39302074449,0,0,0,0,0,0,0,0,0.3111927121628323,1.5326732033512984,Valid,0.0
TRN-0244,13.7541,79.6813,23.9523,25.6729,11.413,12.2854,13.6117,77.2696,23.4988,Valid,0.0635824817369599,0.0635824817369599,0.0377037866497002,0,0,0,0,0,0,0,11.413,12.2854,13.6117,77.2696,2.1987000000000005,1.3263000000000016,0.872399999999999,1.1926476889094113,163000.05507169437,0,0,0,0,0,0,0,0,0.35992549986743255,1.6778527869148347,Valid,0.09
TRN-0584,14.8001,41.6142,34.1941,23.5459,9.4725,9.6892,11.9039,71.7649,16.9156,Valid,-0.4105429918501855,0.4105429918501855,-0.2455881596948986,0,0,0,0,0,0,0,9.4725,9.6892,11.9039,71.7649,2.4314,2.2147000000000006,0.21669999999999945,1.2566785361007802,40775.41551989127,0,0,0,0,0,0,0,0,0.4535979715364658,1.378392216621967,Valid,0.01
TRN-0393,22.8787,26.2566,33.3296,26.8598,12.6389,11.2659,16.9462,36.961,18.0061,Valid,0.192026941130976,0.192026941130976,0.114449886418631,0,0,0,0,0,0,0,12.6389,11.2659,16.9462,36.961,4.3073000000000015,5.680300000000001,-1.3729999999999993,1.3407960021868977,18517.38902821289,0,0,0,0,0,0,0,0,0.41238579457589586,1.2896782972668392,Valid,0.0
TRN-0046,12.6004,70.012,26.6228,27.805,10.1212,11.1769,11.9567,43.7905,20.5183,Valid,-0.4776851231143855,0.4776851231143855,-0.2857058629341946,0,0,0,0,0,0,0,10.1212,11.1769,11.9567,43.7905,1.8354999999999997,0.7797999999999998,1.0556999999999999,1.181350846390896,136291.21640392,0,0,0,0,0,0,0,0,0.3994749510637731,1.4867559608066483,Valid,0.0
