Test_ID,Applied_Voltage_kV,Load_Current_A,Ambient_Temperature_C,Test_Duration_min,Sensor_S1,Sensor_S2,Sensor_S3,Sensor_S4,Reference_Parameter,Validity_Label,Sensor_S1_imputed,Sensor_S2_imputed,Sensor_S3_imputed,Sensor_S4_imputed,S3_observed_or_imputed,fold,S3_actual,S3_expected,S3_consistency_residual,S3_abs_residual,S3_consistency_z,regime_id
TRN-0309,17.304,91.7646,36.5064,53.8731,13.7505,15.1453,16.6453,74.8414,35.7241,Valid,0,0,0,0,0,1,16.6453,16.91072169350485,-0.2654216935048517,0.2654216935048517,-0.15887757915329354,1
TRN-0454,18.7967,65.4734,40.9096,30.0071,13.0694,13.9466,16.4915,57.237,25.9462,Valid,0,0,0,0,0,1,16.4915,16.24392417799704,0.24757582200295758,0.24757582200295758,0.14764057423472346,0
TRN-0312,11.6104,102.0657,46.6395,55.7037,11.7779,14.4485,13.6518,49.1068,46.3609,Valid,0,0,0,0,0,4,13.6518,13.738580201556982,-0.08678020155698185,0.08678020155698185,-0.05213854324170964,2
TRN-0191,13.4092,41.696,35.3431,54.3964,9.4945,9.707,12.2115,45.3013,16.8215,Valid,0,0,0,0,0,4,12.2115,11.747473100349595,0.46402689965040445,0.46402689965040445,0.27697099516993307,2
TRN-0913,30.3803,53.4373,35.2678,10.1371,17.5759,16.0709,22.6921,36.9262,22.5101,Valid,0,0,0,0,0,3,22.6921,22.79967432532918,-0.10757432532917832,0.10757432532917832,-0.06456311885328198,1
TRN-0426,15.663,92.9721,42.0626,10.8552,12.5411,14.5453,14.8675,57.4867,36.7578,Valid,0,0,0,0,0,0,14.8675,15.36439267716439,-0.4968926771643911,0.4968926771643911,-0.2971824565248679,2
TRN-0286,11.876,58.3091,18.0,17.1002,8.8853,9.7133,10.5956,51.7181,14.8376,Valid,0,0,0,0,0,3,10.5956,11.037535512054463,-0.4419355120544637,0.4419355120544637,-0.2643453213425263,0
TRN-0400,15.8294,42.461,36.6762,38.4979,10.6434,10.7181,13.7955,58.1528,17.266,Valid,0,0,0,0,0,0,13.7955,13.253738242868906,0.5417617571310949,0.5417617571310949,0.3234178964678385,1
TRN-0498,9.247,29.5362,30.9868,39.7963,6.3095,6.6922,8.0435,23.9261,14.0908,Valid,0,0,0,0,0,2,8.0435,8.390675566186752,-0.3471755661867526,0.3471755661867526,-0.20772585878281516,1
TRN-0379,27.3635,80.9819,24.8846,40.687,17.9053,17.2384,22.3222,41.2935,28.7559,Valid,0,0,0,0,0,3,22.3222,22.527495050676816,-0.20529505067681697,0.20529505067681697,-0.12295165949103837,1
TRN-0120,27.6676,107.92,25.534,37.3577,19.7172,19.6141,,66.4597,49.6937,Invalid,0,0,1,0,1,0,16.90045,24.169230090719708,-7.268780090719709,7.268780090719709,-4.343413407370345,0
TRN-0062,13.8465,88.0545,18.0,14.4881,11.694,12.8662,13.6891,56.6009,25.5005,Valid,0,0,0,0,0,0,13.6891,13.865300177543912,-0.1762001775439117,0.1762001775439117,-0.10556735154379843,2
TRN-0216,10.4524,20.9992,31.1693,8.7182,6.133,6.6738,8.1383,61.5106,13.2191,Valid,0,0,0,0,0,0,8.1383,8.29912483500217,-0.16082483500217037,0.16082483500217037,-0.09638052029971801,2
TRN-0246,20.7832,99.3301,37.9236,7.0177,15.7143,16.9205,18.9945,72.4032,42.2102,Valid,0,0,0,0,0,3,18.9945,18.912988987238155,0.08151101276184392,0.08151101276184392,0.048416158652647236,0
TRN-0303,15.7997,94.2261,39.2941,32.7851,13.1259,14.9899,15.8749,46.3433,37.2738,Valid,0,0,0,0,0,2,15.8749,15.824655108286224,0.050244891713775885,0.050244891713775885,0.02973452102761251,2
TRN-0213,30.1751,79.3309,21.9507,18.1772,18.7655,17.5128,23.4268,32.0832,27.5048,Valid,0,0,0,0,0,2,23.4268,23.993867432236502,-0.5670674322365024,0.5670674322365024,-0.3391121651275843,0
TRN-0156,19.8281,70.9773,33.1628,38.3599,14.1726,14.261,17.9427,42.5564,25.1633,Valid,0,0,0,0,0,0,17.9427,17.265929401051903,0.6767705989480959,0.6767705989480959,0.4040862420909901,1
TRN-0703,26.2089,54.974,41.1151,26.273,16.2704,15.1831,20.948,45.5269,21.8275,Valid,0,0,0,0,0,1,20.948,20.48190434833821,0.4660956516617887,0.4660956516617887,0.2782070831180775,2
TRN-0702,19.4301,32.991,28.6255,59.8097,12.1253,11.1045,15.7981,39.8642,18.0492,Valid,0,0,0,0,0,3,15.7981,15.186343504719671,0.6117564952803285,0.6117564952803285,0.36524004420893075,2
TRN-0784,15.8702,15.6296,39.2104,56.6342,9.2844,8.3762,12.6375,53.5794,15.9125,Valid,0,0,0,0,0,2,12.6375,12.178362912705063,0.45913708729493585,0.45913708729493585,0.27404931190967696,1
TRN-0929,10.8657,63.1203,31.5599,52.7209,17.2812,10.3317,11.1108,76.6147,20.992,Invalid,0,0,0,0,0,4,11.1108,11.380473943647164,-0.2696739436471649,0.2696739436471649,-0.16141831633420478,2
TRN-0997,15.1471,61.1764,30.4936,18.3832,11.3087,11.8006,14.0115,64.296,18.0475,Valid,0,0,0,0,0,4,14.0115,13.495700556080568,0.5157994439194322,0.5157994439194322,0.30790530612820943,0
TRN-0368,26.4526,41.6867,25.0217,25.7021,15.4035,13.8786,20.0559,44.0599,19.4551,Valid,0,0,0,0,0,2,20.0559,19.803338383781632,0.2525616162183688,0.2525616162183688,0.15061960705629127,1
TRN-0015,9.8697,106.5144,35.524,34.3863,10.9308,13.743,12.4704,36.746,45.2592,Valid,0,0,0,0,0,2,12.4704,12.680697650366382,-0.21029765036638182,0.21029765036638182,-0.1259407336534483,2
TRN-0342,28.6801,34.5847,34.5762,26.7751,15.7586,14.168,20.6559,41.1764,20.871,Valid,0,0,0,0,0,4,20.6559,20.892882984646793,-0.23698298464679368,0.23698298464679368,-0.14188533209478182,1
TRN-0435,16.7485,20.8459,32.3547,55.9328,10.1249,9.1295,13.6252,42.7239,16.4881,Valid,0,0,0,0,0,1,13.6252,13.040051505716294,0.5851484942837057,0.5851484942837057,0.3493416527269409,1
TRN-0219,31.6478,62.8966,31.4592,47.6283,19.2432,17.5298,24.8905,52.5683,27.1426,Valid,0,0,0,0,0,0,24.8905,24.664709514784125,0.22579048521587453,0.22579048521587453,0.1346237447159632,0
TRN-0863,10.732,30.3546,18.0,26.322,6.7881,6.7639,8.8119,71.1859,12.5632,Valid,0,0,0,0,0,4,8.8119,9.112685591584171,-0.3007855915841713,0.3007855915841713,-0.18000765563162704,2
TRN-0217,12.8841,56.0493,29.0429,48.7273,13.667,16.5939,12.7182,55.1213,17.1996,Invalid,0,0,0,0,0,0,12.7182,12.104529446895453,0.6136705531045461,0.6136705531045461,0.36638370173556867,1
TRN-0791,22.6952,45.442,31.1286,36.3539,13.5856,12.7301,17.5582,51.0872,19.3063,Valid,0,0,0,0,0,2,17.5582,17.75508143434816,-0.1968814343481604,0.1968814343481604,-0.11792448867165879,1
TRN-0993,30.921,107.667,40.2538,39.6437,21.2226,21.4006,26.4027,52.0188,54.5231,Valid,0,0,0,0,0,3,26.4027,26.2764090449148,0.12629095508519939,0.12629095508519939,0.07517236080732975,1
TRN-0481,28.8309,92.0524,22.5305,20.2385,19.4131,18.7107,24.0829,24.1901,34.7951,Valid,0,0,0,0,0,0,24.0829,23.923113527147603,0.1597864728523959,0.1597864728523959,0.09518607226285881,0
TRN-0237,15.926,15.8727,28.8574,49.7271,9.1475,8.3813,12.2518,39.5061,15.0726,Valid,0,0,0,0,0,0,12.2518,12.080869670273753,0.17093032972624655,0.17093032972624655,0.1018445731860296,1
TRN-0424,31.766,63.1176,34.6055,14.9161,18.9696,17.6123,24.3552,47.8771,27.2886,Valid,0,0,0,0,0,3,24.3552,24.243801764890563,0.11139823510943714,0.11139823510943714,0.066273898557709,1
TRN-0224,22.1138,69.3864,45.2051,24.9273,14.8369,14.9851,18.8101,50.5464,29.6462,Valid,0,0,0,0,0,3,18.8101,18.486897522633,0.3232024773669977,0.3232024773669977,0.1928278159821831,1
TRN-0024,17.4295,76.4987,41.6689,49.1177,12.8582,14.1314,15.8929,,28.5819,Valid,0,0,0,1,0,2,15.8929,16.192943552725197,-0.30004355272519767,0.30004355272519767,-0.17956428432100852,2
TRN-0761,8.4072,51.5741,32.3668,9.8077,7.052,8.3476,8.6095,67.879,14.9056,Valid,0,0,0,0,0,2,8.6095,8.557924473304466,0.05157552669553489,0.05157552669553489,0.030529580974517963,1
TRN-0551,23.5579,70.8232,32.6027,43.3158,15.7487,24.8572,19.3857,22.1708,26.582,Invalid,0,0,0,0,0,1,19.3857,19.80934503806676,-0.4236450380667591,0.4236450380667591,-0.2534166869109285,2
TRN-0768,24.9567,103.8645,43.7261,16.1546,17.6763,,21.7368,53.8115,49.1874,Invalid,0,1,0,0,0,2,21.7368,21.923247773550894,-0.1864477735508956,0.1864477735508956,-0.11169033286392785,0
TRN-0109,22.871,98.2611,23.1992,7.9469,16.5071,16.9606,20.0505,53.2645,37.4384,Valid,0,0,0,0,0,4,20.0505,20.252766620310307,-0.20226662031030784,0.20226662031030784,-0.12114215972633152,0
TRN-0873,26.6998,56.1904,35.416,31.4179,16.3946,15.2187,21.3825,41.5613,21.7451,Valid,0,0,0,0,0,0,21.3825,20.936061775848522,0.4464382241514784,0.4464382241514784,0.266461688260064,0
TRN-0589,23.5742,80.0256,28.2073,5.4162,15.6847,15.9431,19.5115,52.9688,22.5337,Invalid,0,0,0,0,0,1,19.5115,19.613455702508897,-0.10195570250889574,0.10195570250889574,-0.061205968303045886,0
TRN-0203,12.9827,26.2827,18.5198,33.0949,8.5219,-0.2015,11.2283,67.3265,13.8386,Invalid,0,0,0,0,0,1,11.2283,10.38660419957192,0.8416958004280808,0.8416958004280808,0.5026297372865766,1
TRN-0963,22.0301,29.581,24.2657,46.4353,12.6477,11.2868,16.7821,72.0159,17.5945,Valid,0,0,0,0,0,0,16.7821,16.682647031254984,0.09945296874501608,0.09945296874501608,0.05913655212411873,1
TRN-0445,21.45,50.8455,34.0144,31.5401,13.5733,13.0423,17.1751,47.7971,19.8208,Valid,0,0,0,0,0,3,17.1751,17.118780175161586,0.05631982483841469,0.05631982483841469,0.03336431888633457,2
TRN-0935,9.4254,88.5794,30.4932,48.8792,9.996,12.1686,18.5332,39.0483,29.1563,Invalid,0,0,0,0,0,0,18.5332,11.469330306046961,7.063869693953039,7.063869693953039,4.220404569031088,1
TRN-0415,19.177,89.8922,38.4577,56.7523,15.2102,15.9875,18.729,36.1364,36.2324,Valid,0,0,0,0,0,4,18.729,17.986280808547427,0.7427191914525721,0.7427191914525721,0.44349080094738313,2
TRN-0209,29.9956,79.3101,32.0155,17.061,18.8294,18.2246,23.9815,35.0363,30.7826,Invalid,0,0,0,0,0,0,23.9815,24.050018176596943,-0.06851817659694248,0.06851817659694248,-0.041226907222700636,0
TRN-0544,27.3237,36.5954,27.8369,36.5974,15.3085,13.4413,19.8104,29.1183,20.0523,Valid,0,0,0,0,0,3,19.8104,20.207185040212465,-0.39678504021246397,0.39678504021246397,-0.23736772625630462,1
TRN-0111,20.1785,19.6058,37.9269,15.0994,11.127,10.1191,14.7335,33.4432,16.8476,Valid,0,0,0,0,0,0,14.7335,14.680829036523226,0.052670963476773025,0.052670963476773025,0.031184109016444347,2
TRN-0526,31.4644,29.237,41.6587,52.351,17.3032,15.1398,22.8723,49.0786,22.4432,Valid,0,0,0,0,0,0,22.8723,22.967933914302414,-0.09563391430241452,0.09563391430241452,-0.0574286735041761,0
TRN-0940,9.6406,56.2683,24.8761,48.8917,8.3068,9.0676,10.0189,32.4217,15.3632,Valid,0,0,0,0,0,1,10.0189,10.025842780397781,-0.0069427803977806235,0.0069427803977806235,-0.004435351383644534,1
TRN-0838,31.932,79.8589,32.6147,44.5479,20.6119,19.6283,25.9704,14.6559,32.5568,Valid,0,0,0,0,0,3,25.9704,25.53034435422868,0.44005564577132006,0.44005564577132006,0.26264807107908444,1
TRN-0708,17.9052,36.8289,26.0267,32.4417,10.976,10.3199,14.1071,40.9626,16.3153,Valid,0,0,0,0,0,1,14.1071,14.183246712889284,-0.07614671288928321,0.07614671288928321,-0.045784989448629375,1
TRN-0075,10.6255,33.6857,32.3691,40.2823,7.5093,7.9531,9.6454,54.134,14.8973,Valid,0,0,0,0,0,3,9.6454,9.320900397281266,0.3244996027187348,0.3244996027187348,0.19360285378550202,2
TRN-0321,16.4319,106.2896,25.8871,25.654,14.4604,15.843,1.0,69.2522,44.1173,Invalid,0,0,0,0,0,2,1.0,16.726476144549338,-15.726476144549338,15.726476144549338,-9.396922046239204,0
TRN-0867,12.4308,52.8897,31.9177,46.884,9.4185,10.1833,11.7055,,17.0184,Valid,0,0,0,1,0,1,11.7055,11.683158236060427,0.022341763939573767,0.022341763939573767,0.013062285898691843,1
TRN-0416,16.6191,71.8971,38.4489,6.7605,12.0738,13.1961,14.7668,,25.4373,Valid,0,0,0,1,0,1,14.7668,14.777039695389565,-0.010239695389564929,0.010239695389564929,-0.006405271830839392,0
TRN-0188,26.6142,90.5936,48.4553,12.0777,17.7157,18.4443,22.0111,,43.1445,Valid,0,0,0,1,0,0,22.0111,22.428711991122654,-0.417611991122655,0.417611991122655,-0.24981191621963292,0
TRN-0050,11.9381,73.8834,36.8656,56.3173,10.3871,11.833,12.4416,62.0085,25.2323,Valid,0,0,0,0,0,4,12.4416,12.486155802592851,-0.044555802592851634,0.044555802592851634,-0.026909288894166765,2
TRN-0150,26.2178,25.4714,35.5228,48.3043,14.3505,12.58,19.1492,42.953,19.5769,Valid,0,0,0,0,0,0,19.1492,19.28258438914575,-0.1333843891457498,0.1333843891457498,-0.07998473954485807,0
TRN-0142,21.3253,74.4008,46.0511,24.5985,14.5831,15.3581,18.2474,47.2732,31.2509,Valid,0,0,0,0,0,0,18.2474,18.309314318781432,-0.06191431878143305,0.06191431878143305,-0.037281074656936176,0
TRN-0133,8.076,29.8006,45.4033,12.3513,5.9675,7.1174,7.6489,60.1719,15.0277,Valid,0,0,0,0,0,1,7.6489,7.267598325319532,0.3813016746804685,0.3813016746804685,0.22754232850028516,0
TRN-0906,25.8413,81.9552,43.1604,47.0577,17.4843,17.531,22.1277,41.4904,34.7399,Valid,0,0,0,0,0,0,22.1277,21.87938300458074,0.24831699541926255,0.24831699541926255,0.14808342843974082,0
TRN-0894,9.8798,101.6812,38.8328,20.6455,10.6819,13.5792,12.2654,34.8847,41.2056,Valid,0,0,0,0,0,4,12.2654,12.231801457182494,0.03359854281750607,0.03359854281750607,0.01978825818989394,0
TRN-0944,9.9425,82.4452,35.8081,40.7018,9.6835,11.9735,,50.8812,27.0719,Invalid,0,0,1,0,1,0,16.90045,11.428444256398897,5.472005743601102,5.472005743601102,3.26925922474257,1
TRN-0030,31.3419,73.0867,33.8379,8.3587,19.2448,18.2686,24.291,54.3545,29.1257,Valid,0,0,0,0,0,4,24.291,24.40973652060088,-0.11873652060087991,0.11873652060087991,-0.07123257704559235,1
TRN-0302,24.9096,36.4844,36.5374,37.3227,14.063,13.0071,18.5927,61.9299,19.6812,Valid,0,0,0,0,0,1,18.5927,18.848161620893308,-0.25546162089330693,0.25546162089330693,-0.1529263942601675,2
TRN-0623,16.5307,105.1387,45.288,58.565,14.3957,16.4442,17.1558,35.4316,50.0012,Invalid,0,0,0,0,0,3,17.1558,17.06842949896815,0.08737050103184885,0.08737050103184885,0.05191722731287804,0
TRN-0230,17.355,73.8506,31.1921,18.0737,12.7189,13.471,15.6576,56.9299,24.5185,Valid,0,0,0,0,0,0,15.6576,15.548542094372804,0.1090579056271963,0.1090579056271963,0.0648755419389525,2
TRN-0060,19.2254,85.8028,25.5407,7.2014,14.0182,14.7872,17.1449,74.0543,28.3885,Valid,0,0,0,0,0,0,17.1449,17.209074492286575,-0.06417449228657546,0.06417449228657546,-0.03863153774533338,2
TRN-0546,23.5675,93.8871,42.115,39.0131,16.7881,17.4537,20.697,64.5418,40.7055,Valid,0,0,0,0,0,2,20.697,20.86622167883799,-0.16922167883799233,0.16922167883799233,-0.101397669484731,2
TRN-0210,30.7343,45.0422,45.8651,6.7379,17.3434,15.8132,22.8473,36.1972,23.9181,Valid,0,0,0,0,0,0,22.8473,22.770688522995986,0.07661147700401472,0.07661147700401472,0.045488665618959236,0
TRN-0893,14.6172,18.3131,44.6837,8.8063,8.0847,8.1434,10.6928,87.7375,16.0594,Valid,0,0,0,0,0,3,10.6928,10.842372296827628,-0.1495722968276283,0.1495722968276283,-0.08965708184646433,2
TRN-0797,20.8602,47.6941,30.521,34.8513,12.9399,12.4513,,17.2785,18.6989,Invalid,0,0,1,0,1,1,17.0815,16.70561361502366,0.3758863849763401,0.3758863849763401,0.2243066703343241,2
TRN-0482,15.4736,30.7634,31.3967,13.3708,9.1938,9.1559,11.9994,33.9757,15.6428,Valid,0,0,0,0,0,2,11.9994,12.052552305591083,-0.05315230559108386,0.05315230559108386,-0.03204573526078193,1
TRN-0469,9.7518,38.6358,39.6464,44.0459,7.2393,8.3028,9.3167,22.5854,15.7717,Valid,0,0,0,0,0,3,9.3167,9.089749730970345,0.22695026902965587,0.22695026902965587,0.13531672037799475,2
TRN-0078,30.5467,109.1931,43.2382,33.7685,20.9985,21.4309,25.9315,77.0158,57.4073,Valid,0,0,0,0,0,1,25.9315,26.115893759906616,-0.18439375990661588,0.18439375990661588,-0.11046305115154921,2
TRN-0240,15.0667,104.1581,36.4027,33.943,13.3738,15.3232,15.8001,51.3264,44.9059,Valid,0,0,0,0,0,0,15.8001,15.778780075563505,0.02131992443649544,0.02131992443649544,0.012451732537176139,2
TRN-0787,25.5006,45.3,39.6521,11.5301,14.4892,13.563,18.6989,53.7007,20.2559,Valid,0,0,0,0,0,0,18.6989,19.394715252406556,-0.6958152524065575,0.6958152524065575,-0.4160395242244278,0
TRN-0658,8.197,36.7874,36.1863,47.6958,6.2612,7.4791,8.1375,47.2552,14.6794,Valid,0,0,0,0,0,2,8.1375,8.218207324785283,-0.08070732478528342,0.08070732478528342,-0.04850997406243912,1
TRN-0243,11.3687,28.3467,45.6981,56.6098,7.6108,8.0341,9.851,62.3478,16.775,Valid,0,0,0,0,0,4,9.851,9.772297374093691,0.07870262590630972,0.07870262590630972,0.04673813580275993,2
TRN-0506,14.2378,29.0391,42.7409,35.8399,8.9455,8.8975,11.729,39.6624,16.2324,Valid,0,0,0,0,0,1,11.729,11.568511878370284,0.16048812162971515,0.16048812162971515,0.09560531033136674,1
TRN-0732,31.7669,86.9219,26.3532,49.2088,20.5981,19.391,25.9812,57.9927,33.7325,Valid,0,0,0,0,0,0,25.9812,25.93481042837812,0.046389571621880066,0.046389571621880066,0.0274309512059968,0
TRN-0489,26.606,74.4996,26.1555,14.439,17.1607,16.5283,21.4351,37.1672,25.8404,Valid,0,0,0,0,0,1,21.4351,21.436561865020025,-0.0014618650200262095,0.0014618650200262095,-0.001160481604202699,2
TRN-0842,8.4367,41.2956,39.4313,21.0233,6.7362,7.9235,8.6162,54.0452,14.9845,Valid,0,0,0,0,0,1,8.6162,8.1664342993157,0.4497657006842992,0.4497657006842992,0.2684498693553908,0
TRN-0988,21.9567,31.7733,22.7884,5.9133,12.9157,11.382,16.8997,47.4598,16.6707,Valid,0,0,0,0,0,2,16.8997,16.13455647340922,0.76514352659078,0.76514352659078,0.45688943464391,1
TRN-0721,16.9431,86.3196,27.0104,38.5934,13.4948,14.3679,16.283,65.9021,28.9001,Valid,0,0,0,0,0,2,16.283,16.212467957253825,0.07053204274617642,0.07053204274617642,0.0418561783143924,2
TRN-0646,25.9459,17.3392,44.559,44.8019,13.7463,11.9815,29.9373,48.0835,20.3064,Invalid,0,0,0,0,0,4,29.9373,18.44258563621516,11.49471436378484,11.49471436378484,6.867852724411691,1
TRN-0681,15.4946,24.9221,38.7031,11.3605,9.2215,9.0022,12.0966,51.5528,16.121,Valid,0,0,0,0,0,2,12.0966,11.757571932904117,0.3390280670958834,0.3390280670958834,0.2022836717969479,1
TRN-0137,22.2192,100.676,37.4391,56.4213,17.3095,10.6228,21.2274,45.9637,44.5411,Invalid,0,0,0,0,0,4,21.2274,20.465660839852585,0.7617391601474139,0.7617391601474139,0.4548553115066006,2
TRN-0474,19.7376,68.2093,24.9525,24.924,13.4189,13.5545,16.9523,56.4578,21.7249,Valid,0,0,0,0,0,2,16.9523,16.859021589338507,0.0932784106614939,0.0932784106614939,0.055447227937285584,0
TRN-0793,29.9433,90.2695,38.0274,29.5678,,19.314,24.3668,51.4928,38.8282,Invalid,1,0,0,0,0,2,24.3668,24.50437355443757,-0.13757355443756936,0.13757355443756936,-0.08248778326469877,0
TRN-0300,28.3887,54.9243,24.6385,26.9051,16.6301,15.3415,21.3679,23.2394,21.2878,Valid,0,0,0,0,0,1,21.3679,21.793906887942903,-0.4260068879429042,0.4260068879429042,-0.25482790205472716,2
TRN-0096,24.6363,36.24,34.7335,15.5026,13.896,12.6338,18.1854,56.9828,19.1808,Valid,0,0,0,0,0,4,18.1854,18.261798281081177,-0.07639828108117541,0.07639828108117541,-0.04593530249167332,0
TRN-0399,10.3861,18.7855,32.6305,50.6218,6.3956,6.3908,8.4581,20.3764,13.2902,Valid,0,0,0,0,0,1,8.4581,8.716024548979455,-0.2579245489794548,0.2579245489794548,-0.1543980040556774,1
TRN-0392,10.1905,67.5579,25.3445,35.5989,9.0985,10.207,10.7316,48.0055,18.7934,Valid,0,0,0,0,0,4,10.7316,10.807736162833463,-0.07613616283346225,0.07613616283346225,-0.04577868574630992,2
TRN-0922,29.8423,23.2777,32.2842,35.1458,16.0758,13.5681,21.498,52.7638,20.4154,Valid,0,0,0,0,0,0,21.498,21.369522392618954,0.12847760738104697,0.12847760738104697,0.07647889466678012,0
TRN-0674,10.2641,67.6886,36.7714,5.0434,8.766,10.3713,10.3567,76.1003,21.7744,Valid,0,0,0,0,0,3,10.3567,10.454419801864855,-0.09771980186485507,0.09771980186485507,-0.058675000015487595,0
TRN-0805,15.6191,87.307,31.2849,31.8206,12.6735,13.9206,15.2714,60.0861,30.0341,Invalid,0,0,0,0,0,3,15.2714,15.18739061951944,0.08400938048055906,0.08400938048055906,0.04990894377630763,0
TRN-0849,18.5832,83.5181,42.8469,19.2857,13.6044,14.8572,16.5177,38.1275,31.9025,Valid,0,0,0,0,0,2,16.5177,16.86091841550738,-0.34321841550737986,0.34321841550737986,-0.20536144476081195,0
TRN-0720,8.7305,38.7524,42.7652,39.973,6.9272,7.8504,8.7984,39.3478,15.6642,Valid,0,0,0,0,0,1,8.7984,8.538409112384418,0.259990887615583,0.259990887615583,0.15505862767696293,1
TRN-0244,13.7541,79.6813,23.9523,25.6729,11.413,12.2854,13.6117,77.2696,23.4988,Valid,0,0,0,0,0,0,13.6117,13.548117518263041,0.0635824817369599,0.0635824817369599,0.03770378664970025,2
TRN-0584,14.8001,41.6142,34.1941,23.5459,9.4725,9.6892,11.9039,71.7649,16.9156,Valid,0,0,0,0,0,1,11.9039,12.314442991850186,-0.4105429918501855,0.4105429918501855,-0.24558815969489864,0
TRN-0393,22.8787,26.2566,33.3296,26.8598,12.6389,11.2659,16.9462,36.961,18.0061,Valid,0,0,0,0,0,2,16.9462,16.754173058869025,0.19202694113097607,0.19202694113097607,0.11444988641863107,1
TRN-0046,12.6004,70.012,26.6228,27.805,10.1212,11.1769,11.9567,43.7905,20.5183,Valid,0,0,0,0,0,2,11.9567,12.434385123114385,-0.4776851231143855,0.4776851231143855,-0.2857058629341946,1
TRN-0055,13.7835,22.704,46.1581,56.4581,8.6208,8.5332,11.4585,31.2953,18.0216,Valid,0,0,0,0,0,0,11.4585,11.188533590665736,0.2699664093342644,0.2699664093342644,0.16101904347598595,1
TRN-0040,30.7001,21.7619,23.3392,38.6122,16.4355,8.515,22.2017,59.9267,19.5066,Invalid,0,0,0,0,0,2,22.2017,21.665041984030406,0.5366580159695928,0.5366580159695928,0.3203683898544479,1
TRN-0604,29.1572,28.9227,36.6761,40.8287,16.2795,7.4881,21.7575,56.1516,21.4041,Invalid,0,0,0,0,0,1,21.7575,21.254819671110806,0.5026803288891948,0.5026803288891948,0.3000665802248826,2
TRN-0383,19.269,79.1736,31.6065,46.7932,14.3271,14.7891,17.4732,,27.4728,Valid,0,0,0,1,0,3,17.4732,17.308458994286273,0.16474100571372574,0.16474100571372574,0.09814642629508405,0
TRN-0631,16.4187,61.9808,30.0559,32.3224,12.0878,12.3883,,29.1391,18.9129,Invalid,0,0,1,0,1,1,17.0815,14.4998193893423,2.581680610657699,2.581680610657699,1.5422779126326869,0
TRN-0596,14.7864,22.9753,32.572,55.831,8.9076,8.5735,11.5828,,16.1452,Valid,0,0,0,1,0,2,11.5828,11.834276472079369,-0.25147647207936785,0.25147647207936785,-0.15054525123608115,1
TRN-0954,9.0295,82.9809,39.0311,45.0216,9.3595,11.461,11.1991,41.8283,28.6045,Valid,0,0,0,0,0,0,11.1991,10.928621525632458,0.27047847436754147,0.27047847436754147,0.16132500446735504,1
TRN-0069,10.6599,55.4415,45.4533,57.3204,8.7772,10.33,10.7495,50.0292,18.0376,Invalid,0,0,0,0,0,1,10.7495,10.900393133692553,-0.15089313369255386,0.15089313369255386,-0.090446287377729,1
TRN-0195,14.6346,44.3665,26.2526,39.6835,10.1485,10.0617,12.6422,48.8083,15.6746,Valid,0,0,0,0,0,0,12.6422,12.534081260422324,0.10811873957767659,0.10811873957767659,0.06431438631047241,1
TRN-0104,19.0061,71.4244,23.5275,37.0969,13.4861,13.6011,16.8051,48.3686,21.7428,Valid,0,0,0,0,0,3,16.8051,16.583224402227366,0.22187559777263388,0.22187559777263388,0.13228458315367725,0
TRN-0751,11.0406,64.0415,40.4972,35.006,9.1935,10.7225,11.2221,46.527,22.9613,Valid,0,0,0,0,0,0,11.2221,11.184021542849367,0.038078457150632516,0.038078457150632516,0.022465025673586606,1
TRN-0537,18.6335,82.6128,23.4196,29.3012,13.8318,14.213,16.8344,51.8193,26.1312,Valid,0,0,0,0,0,4,16.8344,16.94392901874044,-0.1095290187404423,0.1095290187404423,-0.06573105631252535,0
TRN-0348,18.6216,39.1216,29.5936,25.5068,10.9669,10.4217,13.9351,53.0223,17.3091,Valid,0,0,0,0,0,2,13.9351,14.660779984326398,-0.7256799843263977,0.7256799843263977,-0.4338838260051802,1
TRN-0730,15.3273,38.6999,49.7777,59.2633,10.4496,10.8623,13.4307,39.9543,22.7637,Valid,0,0,0,0,0,2,13.4307,13.080367034878199,0.350332965121801,0.350332965121801,0.20903839547960354,2
TRN-0961,25.6003,45.6984,36.3889,34.2858,15.3215,14.1184,19.8526,55.4214,20.6785,Valid,0,0,0,0,0,2,19.8526,19.61238173739884,0.2402182626011573,0.2402182626011573,0.14324440183016504,1
TRN-0818,31.0474,62.9038,35.1896,55.5623,19.3378,17.6333,25.0756,55.3385,28.5424,Valid,0,0,0,0,0,0,25.0756,24.38701001302648,0.6885899869735219,0.6885899869735219,0.4111483756924439,0
TRN-0794,14.4618,61.9058,19.4627,33.2112,11.0829,11.4122,13.8348,34.7131,16.3831,Valid,0,0,0,0,0,0,13.8348,13.189067443153341,0.6457325568466583,0.6457325568466583,0.38554088258706604,2
TRN-0488,9.8739,48.5443,43.9823,34.3589,7.7772,9.2292,9.8748,83.8846,16.7146,Valid,0,0,0,0,0,4,9.8748,9.621821287776545,0.2529787122234559,0.2529787122234559,0.1508688236575418,2
TRN-0577,26.2007,23.6865,40.4527,22.249,14.2341,12.3775,18.9363,43.5085,19.5382,Valid,0,0,0,0,0,3,18.9363,18.743584304645534,0.1927156953544653,0.1927156953544653,0.11486141993748865,1
TRN-0388,15.6353,93.2888,38.4491,16.0241,12.4655,14.2449,15.0064,52.6342,35.8424,Valid,0,0,0,0,0,3,15.0064,15.36213927537924,-0.355739275379241,0.355739275379241,-0.21284271071383307,0
