Test_ID,Reference_Parameter,predicted_Reference_Parameter,regression_residual,regression_abs_residual,Validity_Label,regime_id,Sensor_S1_imputed,Sensor_S2_imputed,Sensor_S3_imputed,Sensor_S4_missing,S3_consistency_residual
TRN-0053,48.1264,49.175377685543296,-1.0489776855432993,1.0489776855432993,Valid,0,0,0,0,0,-0.115369347718385
TRN-0019,15.9881,17.030654382304004,-1.0425543823040044,1.0425543823040044,Valid,2,0,0,0,0,1.2424973913053563
TRN-0747,11.9183,12.960789224645541,-1.042489224645541,1.042489224645541,Valid,2,0,0,0,0,-0.2036697491874886
TRN-0566,27.8973,26.85823175896273,1.0390682410372705,1.0390682410372705,Valid,1,0,0,0,0,0.1116418937235064
TRN-0424,27.2886,28.32415980355969,-1.0355598035596927,1.0355598035596927,Valid,1,0,0,0,0,0.1113982351094371
TRN-0158,33.0264,31.992896768049725,1.0335032319502773,1.0335032319502773,Valid,1,0,0,0,0,0.0076930308072444
TRN-0121,18.3173,17.284158662982883,1.033141337017117,1.033141337017117,Invalid,2,0,0,0,0,0.7129760708848814
TRN-0397,16.9303,17.961247131823587,-1.0309471318235879,1.0309471318235879,Valid,2,0,0,0,0,0.4479551934232013
TRN-0576,12.9188,13.945769320203663,-1.0269693202036638,1.0269693202036638,Valid,0,0,0,0,0,-0.0583738006821796
TRN-0652,28.0562,27.033946252571823,1.0222537474281772,1.0222537474281772,Invalid,1,0,0,0,0,0.6099687238225826
TRN-0728,33.532,34.54622530008975,-1.0142253000897554,1.0142253000897554,Valid,2,0,0,0,0,-0.5636914213618578
TRN-0334,45.5134,44.50015540259538,1.013244597404615,1.013244597404615,Valid,2,0,0,0,0,-0.4573563264454634
TRN-0586,21.5495,20.54455899193115,1.0049410080688475,1.0049410080688475,Valid,2,0,0,0,0,0.3084945292641041
TRN-0860,45.3171,44.315978876096274,1.0011211239037294,1.0011211239037294,Valid,1,0,0,0,0,0.0692412173435919
TRN-0068,16.2433,17.240598390438105,-0.9972983904381039,0.9972983904381039,Valid,2,0,0,0,0,0.3282371789479743
TRN-0471,26.8539,25.861536424879592,0.9923635751204074,0.9923635751204074,Valid,2,0,0,0,0,0.3994166256111953
TRN-0346,17.4079,18.384069412092604,-0.9761694120926023,0.9761694120926023,Invalid,0,0,0,0,0,0.0408347286414763
TRN-0233,17.8643,16.890711904611884,0.9735880953881164,0.9735880953881164,Invalid,1,0,0,0,0,-0.2503976170418287
TRN-0975,44.8108,45.78316057873918,-0.9723605787391776,0.9723605787391776,Valid,0,0,0,0,0,0.3480644838175344
TRN-0744,48.0361,49.00743653896405,-0.9713365389640529,0.9713365389640529,Valid,2,0,0,0,0,0.2022283381901388
TRN-0551,26.582,27.55252938187334,-0.9705293818733409,0.9705293818733409,Invalid,2,0,0,0,0,-0.4236450380667591
TRN-0888,35.2834,34.315259383378745,0.9681406166212554,0.9681406166212554,Invalid,0,0,0,0,0,0.1927839094103056
TRN-0494,32.4537,33.42174756316685,-0.9680475631668557,0.9680475631668557,Valid,0,0,0,0,0,0.355017708002098
TRN-0844,37.785,36.817579701426745,0.9674202985732521,0.9674202985732521,Valid,1,0,0,0,0,0.2027604601651518
TRN-0488,16.7146,17.68017147026499,-0.9655714702649902,0.9655714702649902,Valid,2,0,0,0,0,0.2529787122234559
TRN-0837,18.3588,19.32427502046957,-0.9654750204695723,0.9654750204695723,Invalid,1,0,0,0,0,-0.2118695594305926
TRN-0877,35.4263,36.38717151330131,-0.9608715133013135,0.9608715133013135,Valid,2,0,0,0,0,0.3215049052253178
TRN-0886,14.0527,15.012759877221491,-0.9600598772214912,0.9600598772214912,Valid,1,0,0,0,0,-0.2393351006570334
TRN-0741,39.7644,38.80654712240183,0.957852877598171,0.957852877598171,Valid,1,0,0,0,0,0.2019300786924684
TRN-0686,17.7028,18.656934891051115,-0.9541348910511154,0.9541348910511154,Valid,1,0,0,0,0,-0.506992399727725
TRN-0500,25.4269,24.473646616261984,0.9532533837380157,0.9532533837380157,Valid,2,0,0,0,0,-0.4851406785958527
TRN-0294,21.8126,20.8597089523411,0.9528910476588983,0.9528910476588983,Valid,2,0,0,0,0,-0.5356788063435829
TRN-0405,20.1763,21.127323313344426,-0.9510233133444252,0.9510233133444252,Valid,1,0,0,0,1,0.4652411742556239
TRN-0880,27.8627,26.911855939216224,0.9508440607837763,0.9508440607837763,Valid,1,0,0,0,0,-0.2182879598825629
TRN-0596,16.1452,15.194495240787214,0.9507047592127851,0.9507047592127851,Valid,1,0,0,0,1,-0.2514764720793678
TRN-0102,29.6686,28.719552404461748,0.9490475955382536,0.9490475955382536,Valid,0,0,0,0,0,-0.10219562951543
TRN-0529,31.6224,30.67446285347904,0.9479371465209603,0.9479371465209603,Invalid,1,0,0,0,0,0.2536414533816291
TRN-0009,23.3409,22.39595641560142,0.9449435843985796,0.9449435843985796,Invalid,0,0,0,1,0,-6.913131156281441
TRN-0726,16.4284,15.491050007137684,0.9373499928623161,0.9373499928623161,Valid,2,0,0,0,0,-0.053246428056731
TRN-0901,20.0391,20.974242882263606,-0.9351428822636052,0.9351428822636052,Valid,1,0,0,0,0,-0.0538737400901609
TRN-0883,19.4832,20.41689429365393,-0.9336942936539288,0.9336942936539288,Invalid,2,0,0,0,0,-0.004191183951697
TRN-0021,45.8638,46.79037091642673,-0.9265709164267335,0.9265709164267335,Valid,1,0,0,0,0,-0.670858606265103
TRN-0873,21.7451,22.670918877636108,-0.9258188776361074,0.9258188776361074,Valid,0,0,0,0,0,0.4464382241514784
TRN-0917,26.1378,27.060624359339787,-0.9228243593397885,0.9228243593397885,Valid,0,0,0,0,0,-0.2422941053752438
TRN-0820,30.4762,31.393775092892493,-0.9175750928924948,0.9175750928924948,Valid,2,0,0,0,0,0.3744635191799013
TRN-0024,28.5819,27.665456013059966,0.9164439869400347,0.9164439869400347,Valid,2,0,0,0,1,-0.3000435527251976
TRN-0718,45.356,44.44174668573824,0.9142533142617637,0.9142533142617637,Invalid,1,0,1,0,0,0.0779030795082551
TRN-0377,24.5441,25.456553602434003,-0.9124536024340024,0.9124536024340024,Valid,0,0,0,0,0,-0.2074078400530723
TRN-0540,39.5278,40.43749399329929,-0.9096939932992925,0.9096939932992925,Valid,1,0,0,0,0,0.4211604104187003
TRN-0645,27.7197,26.815591768558203,0.9041082314417963,0.9041082314417963,Valid,0,0,0,0,0,-0.375566823028798
TRN-0976,19.2066,20.110168056367044,-0.9035680563670425,0.9035680563670425,Valid,2,0,0,0,0,0.0577244551970252
TRN-0234,39.1209,38.21796538934353,0.902934610656466,0.902934610656466,Valid,1,0,0,0,0,-0.4524059873857204
TRN-0468,31.1116,32.01323025129217,-0.9016302512921719,0.9016302512921719,Invalid,0,0,0,0,0,-6.515350480095701
TRN-0719,13.4854,14.383394484674628,-0.8979944846746282,0.8979944846746282,Valid,1,0,0,0,0,-0.6164763825018449
TRN-0483,22.8391,23.73495172249644,-0.8958517224964417,0.8958517224964417,Valid,1,0,0,0,0,0.3658845835468085
TRN-0561,17.9232,18.818855293468665,-0.8956552934686641,0.8956552934686641,Invalid,2,0,0,0,0,-0.0045508345657729
TRN-0821,28.3474,29.2401300968053,-0.8927300968052982,0.8927300968052982,Valid,1,0,0,0,0,0.3559500667091697
TRN-0195,15.6746,16.566009201621153,-0.891409201621153,0.891409201621153,Valid,1,0,0,0,0,0.1081187395776765
TRN-0634,19.5508,20.441854400084264,-0.8910544000842648,0.8910544000842648,Valid,2,0,0,0,0,-0.2356909331160235
TRN-0532,20.069,20.958738590533173,-0.8897385905331738,0.8897385905331738,Valid,0,0,0,0,0,-0.6029499596034817
TRN-0318,27.6115,28.499140248309764,-0.887640248309765,0.887640248309765,Valid,1,0,0,0,0,0.4230772556190665
TRN-0427,25.4469,26.331065241084485,-0.8841652410844851,0.8841652410844851,Valid,0,0,0,0,0,0.117862235557375
TRN-0721,28.9001,28.02009581739346,0.8800041826065375,0.8800041826065375,Valid,2,0,0,0,0,0.0705320427461764
TRN-0225,21.316,20.441951270175075,0.8740487298249242,0.8740487298249242,Invalid,0,0,0,0,0,0.0471627578031004
TRN-0299,34.8475,35.71823065144525,-0.8707306514452569,0.8707306514452569,Valid,1,0,0,0,0,0.0367627129726813
TRN-0608,45.0975,45.96737087498138,-0.8698708749813804,0.8698708749813804,Valid,1,0,0,0,0,-0.1728782945134241
TRN-0616,16.6078,15.73920081869699,0.8685991813030114,0.8685991813030114,Valid,0,0,0,0,0,-0.3543350545132657
TRN-0545,17.7183,16.849916470240522,0.8683835297594769,0.8683835297594769,Valid,1,0,0,0,0,-0.1497150251301331
TRN-0362,20.6107,19.74244789616947,0.8682521038305318,0.8682521038305318,Valid,1,0,0,0,0,-0.3062743423121148
TRN-0648,27.754,28.61538406526974,-0.8613840652697391,0.8613840652697391,Valid,0,0,0,0,0,-0.0278077557605147
TRN-0557,16.9847,16.130367410971726,0.8543325890282745,0.8543325890282745,Invalid,2,0,0,0,0,0.4919672319010146
TRN-0694,26.5544,25.700321517967815,0.8540784820321861,0.8540784820321861,Valid,0,0,0,0,0,0.1719937940268412
TRN-0079,38.6996,39.552570801627745,-0.8529708016277482,0.8529708016277482,Valid,0,0,0,0,0,-0.3290308110285451
TRN-0328,23.2713,22.421803788430864,0.8494962115691358,0.8494962115691358,Valid,1,0,0,0,0,-0.0744464939945466
TRN-0270,17.1733,18.02087887249334,-0.8475788724933402,0.8475788724933402,Valid,0,0,0,0,0,-0.230983567538173
TRN-0366,30.8484,30.002203172431734,0.8461968275682672,0.8461968275682672,Valid,0,0,0,0,0,0.3107111918607756
TRN-0170,21.3338,22.177749150981736,-0.8439491509817358,0.8439491509817358,Valid,1,0,0,0,0,-0.0766996487869384
TRN-0242,26.6204,27.463401419205038,-0.8430014192050379,0.8430014192050379,Valid,0,0,0,0,0,0.2585579389122578
TRN-0447,16.3916,15.552130414835924,0.8394695851640765,0.8394695851640765,Valid,0,0,0,0,0,0.2240842808746919
TRN-0332,37.3545,38.1916550151042,-0.8371550151042015,0.8371550151042015,Valid,2,0,0,0,0,0.0672623773668839
TRN-0524,18.9352,19.771282303989558,-0.83608230398956,0.83608230398956,Valid,1,0,0,0,0,-0.0642369838319538
TRN-0209,30.7826,29.94769653164704,0.8349034683529588,0.8349034683529588,Invalid,0,0,0,0,0,-0.0685181765969424
TRN-0572,16.5207,15.692873734343252,0.8278262656567499,0.8278262656567499,Valid,2,0,0,0,0,0.3814411362580934
TRN-0050,25.2323,24.404636519421857,0.827663480578142,0.827663480578142,Valid,2,0,0,0,0,-0.0445558025928516
TRN-0348,17.3091,16.489141720529037,0.8199582794709634,0.8199582794709634,Valid,1,0,0,0,0,-0.7256799843263977
TRN-0244,23.4988,22.67915148588632,0.8196485141136804,0.8196485141136804,Valid,2,0,0,0,0,0.0635824817369599
TRN-0947,40.6902,39.87190595633303,0.8182940436669668,0.8182940436669668,Valid,1,0,0,0,0,-0.4969386714630452
TRN-0984,34.1487,33.33514083434314,0.813559165656855,0.813559165656855,Valid,1,0,0,0,0,0.2309241035917502
TRN-0046,20.5183,21.325521309817866,-0.8072213098178658,0.8072213098178658,Valid,1,0,0,0,0,-0.4776851231143855
TRN-0133,15.0277,15.834574076155645,-0.8068740761556459,0.8068740761556459,Valid,0,0,0,0,0,0.3813016746804685
TRN-0062,25.5005,26.30570655364552,-0.8052065536455224,0.8052065536455224,Valid,2,0,0,0,0,-0.1762001775439117
TRN-0831,43.4195,44.21833203402105,-0.7988320340210535,0.7988320340210535,Valid,0,0,0,0,0,-0.9516554609860606
TRN-0443,32.9683,33.76452206567415,-0.7962220656741508,0.7962220656741508,Valid,2,0,0,0,0,0.1626398367494932
TRN-0382,41.6252,42.418256565477904,-0.7930565654779045,0.7930565654779045,Valid,0,0,0,0,0,-0.109891042290064
TRN-0331,17.8132,18.604289828747657,-0.7910898287476584,0.7910898287476584,Valid,2,0,0,0,0,0.4832255221247852
TRN-0870,44.2781,43.48714266194362,0.7909573380563799,0.7909573380563799,Valid,0,0,0,0,0,-0.1565798387575796
TRN-0192,21.2644,22.055009031634544,-0.7906090316345455,0.7906090316345455,Valid,2,0,0,0,0,0.2653943500424951
TRN-0279,20.5945,21.38438597133938,-0.7898859713393804,0.7898859713393804,Valid,0,0,0,0,0,-0.2263298668698041
TRN-0146,15.9725,16.76216409267053,-0.789664092670531,0.789664092670531,Valid,2,0,0,0,0,0.4056360599326005
TRN-0174,18.0087,18.798324833933542,-0.7896248339335408,0.7896248339335408,Valid,1,0,0,0,0,0.2917032643488966
TRN-0438,13.9035,14.6921763845249,-0.7886763845249014,0.7886763845249014,Valid,0,0,0,0,0,-0.2138713144670134
TRN-0408,22.1385,21.350523559649414,0.7879764403505867,0.7879764403505867,Valid,0,0,0,0,0,0.2468277945852897
TRN-0998,26.9214,27.70929269511395,-0.7878926951139533,0.7878926951139533,Valid,0,0,0,0,0,0.3254551346910013
TRN-0340,17.1411,17.927819480963773,-0.7867194809637716,0.7867194809637716,Valid,0,0,0,0,0,0.1058251427989311
TRN-0794,16.3831,17.167246717429457,-0.7841467174294579,0.7841467174294579,Valid,2,0,0,0,0,0.6457325568466583
TRN-0213,27.5048,26.7209063733924,0.7838936266076004,0.7838936266076004,Valid,0,0,0,0,0,-0.5670674322365024
TRN-0136,39.9339,39.15049960273559,0.7834003972644084,0.7834003972644084,Valid,1,0,0,0,0,-0.2955792720541872
TRN-0603,17.5078,16.72444558579714,0.7833544142028579,0.7833544142028579,Valid,1,0,0,0,0,0.129226827439556
TRN-0446,36.2413,35.45924254304956,0.7820574569504402,0.7820574569504402,Valid,1,0,0,0,0,0.6945558180389639
TRN-0123,18.1844,18.96512261421931,-0.7807226142193109,0.7807226142193109,Valid,2,0,0,0,0,-0.0624535690014447
TRN-0380,25.6345,24.854347284999278,0.780152715000721,0.780152715000721,Valid,0,0,0,0,0,0.3581618441406409
TRN-0808,23.8244,23.045363920770747,0.7790360792292539,0.7790360792292539,Invalid,0,1,0,0,0,-0.0937451968294347
TRN-0306,25.4666,24.68844221709162,0.7781577829083801,0.7781577829083801,Valid,2,0,0,0,0,0.3421710814163159
TRN-0657,20.3016,21.074386664377823,-0.7727866643778221,0.7727866643778221,Valid,0,0,0,0,0,-0.149994217994223
TRN-0627,24.863,24.09084223824751,0.7721577617524886,0.7721577617524886,Valid,1,0,0,0,0,0.1108258577136727
TRN-0475,12.4217,13.192864878522741,-0.7711648785227414,0.7711648785227414,Valid,0,0,0,0,0,-0.2313910648861181
TRN-0709,54.4227,53.65846917118232,0.7642308288176807,0.7642308288176807,Valid,2,0,0,0,0,0.0536668772350488
TRN-0124,20.567,19.806134259120554,0.7608657408794457,0.7608657408794457,Invalid,0,0,0,0,0,0.1847430186864969
TRN-0214,19.1633,18.40445577456913,0.7588442254308703,0.7588442254308703,Valid,1,0,0,0,0,0.1331530719222087
TRN-0691,35.129,35.88658622309638,-0.7575862230963821,0.7575862230963821,Valid,0,0,0,0,0,0.1477312314366905
TRN-0635,33.4142,34.17141462712995,-0.7572146271299474,0.7572146271299474,Valid,1,0,0,0,0,-0.1105393001127588
TRN-0466,19.8007,20.55587754706786,-0.7551775470678592,0.7551775470678592,Valid,1,0,0,0,0,0.3317177762305974
TRN-0055,18.0216,17.269968524405755,0.7516314755942446,0.7516314755942446,Valid,1,0,0,0,0,0.2699664093342644
TRN-0289,17.4577,16.707552750249388,0.7501472497506114,0.7501472497506114,Valid,0,0,0,0,0,-0.1808952670203751
TRN-0884,17.7695,18.51947728004645,-0.7499772800464477,0.7499772800464477,Valid,1,0,0,0,0,-0.2292227777057629
TRN-0402,17.3125,18.0592708191124,-0.746770819112399,0.746770819112399,Invalid,1,0,0,0,0,-0.2991738775932262
TRN-0474,21.7249,22.471217944076187,-0.7463179440761856,0.7463179440761856,Valid,0,0,0,0,0,0.0932784106614939
TRN-0577,19.5382,20.28320081787014,-0.7450008178701388,0.7450008178701388,Valid,1,0,0,0,0,0.1927156953544653
TRN-0293,33.6492,32.90645761030052,0.7427423896994796,0.7427423896994796,Valid,1,0,0,0,0,-0.1233417116069475
TRN-0771,20.7145,21.45606022026635,-0.7415602202663507,0.7415602202663507,Valid,0,0,0,0,0,0.0694742044396825
TRN-0364,36.1226,36.86234702922945,-0.7397470292294486,0.7397470292294486,Valid,2,0,0,0,0,0.1509694370296959
TRN-0314,17.309,18.042872540387528,-0.7338725403875266,0.7338725403875266,Valid,0,0,0,0,0,-0.3302098909298774
TRN-0168,43.7129,42.980509780608976,0.7323902193910214,0.7323902193910214,Invalid,2,0,0,0,0,0.2721205195470872
TRN-0531,41.019,40.28716459823776,0.7318354017622397,0.7318354017622397,Valid,1,0,0,0,0,0.3255629262592805
TRN-0493,18.2107,17.481683312672693,0.7290166873273058,0.7290166873273058,Valid,2,0,0,0,0,0.1056086523533093
TRN-0729,22.7879,22.061454805844452,0.7264451941555485,0.7264451941555485,Valid,1,0,0,0,0,0.7817817352697887
TRN-0467,22.49,21.764404538129725,0.7255954618702738,0.7255954618702738,Valid,2,0,0,0,0,0.2591194265517949
TRN-0310,34.339,35.06269733852015,-0.7236973385201537,0.7236973385201537,Valid,0,0,0,0,0,-0.035901621030554
TRN-0666,21.455,20.732399875055105,0.7226001249448935,0.7226001249448935,Valid,0,0,0,0,0,0.198288293799429
TRN-0964,19.9834,20.70352901687563,-0.7201290168756316,0.7201290168756316,Valid,2,0,0,0,1,0.3275892450926942
TRN-0973,22.3777,21.657576441014264,0.7201235589857369,0.7201235589857369,Valid,1,0,0,0,0,0.0427942580063991
TRN-0101,25.5682,26.28783535575291,-0.71963535575291,0.71963535575291,Valid,1,0,0,0,0,-0.6130807525921362
TRN-0485,14.2112,14.929697856591098,-0.7184978565910978,0.7184978565910978,Valid,1,0,0,0,0,-0.4266595286606982
TRN-0830,53.7412,53.02304706293679,0.7181529370632092,0.7181529370632092,Valid,1,0,0,0,0,-0.105028809543068
TRN-0120,49.6937,48.976693759560604,0.717006240439396,0.717006240439396,Invalid,0,0,0,1,0,-7.268780090719709
TRN-0863,12.5632,13.275209328991757,-0.7120093289917566,0.7120093289917566,Valid,2,0,0,0,0,-0.3007855915841713
TRN-0360,28.4009,29.11221499054591,-0.7113149905459117,0.7113149905459117,Valid,0,0,0,0,0,0.1610537906938454
TRN-0559,34.3654,35.07531392873769,-0.7099139287376914,0.7099139287376914,Valid,1,0,0,0,0,-0.2794562612500755
TRN-0949,15.0201,15.729706885092536,-0.709606885092537,0.709606885092537,Valid,2,0,0,0,0,-0.2940540467324837
TRN-0764,23.6919,24.39987814779206,-0.7079781477920584,0.7079781477920584,Valid,2,0,0,0,0,-0.0483024110495939
TRN-0671,26.3962,27.103868326320086,-0.7076683263200856,0.7076683263200856,Valid,2,0,0,0,1,-0.2117740143498103
TRN-0286,14.8376,14.130507174521592,0.7070928254784086,0.7070928254784086,Valid,0,0,0,0,0,-0.4419355120544637
TRN-0347,23.7916,23.086963434321937,0.7046365656780615,0.7046365656780615,Valid,2,0,0,0,0,0.313524866444979
TRN-0539,16.8214,16.117210393215984,0.7041896067840163,0.7041896067840163,Valid,1,0,0,0,0,-0.351367131181636
TRN-0319,25.6472,26.350704397808354,-0.7035043978083522,0.7035043978083522,Valid,0,0,0,0,0,-0.3937694963753699
TRN-0153,28.3823,27.68388948703151,0.6984105129684899,0.6984105129684899,Valid,0,0,0,0,0,-1.0738458858384732
TRN-0828,17.4859,18.183343746848355,-0.6974437468483536,0.6974437468483536,Valid,0,0,0,0,1,0.1870247437268464
TRN-0795,32.7368,33.43340720438649,-0.6966072043864884,0.6966072043864884,Valid,0,0,0,0,0,0.1963423421796868
TRN-0040,19.5066,18.81125493846744,0.69534506153256,0.69534506153256,Invalid,1,0,0,0,0,0.5366580159695928
TRN-0769,23.1383,22.443575131183408,0.6947248688165928,0.6947248688165928,Valid,0,0,0,0,0,0.2407030494142823
TRN-0712,19.2082,19.89282646367635,-0.6846264636763486,0.6846264636763486,Valid,0,0,0,0,0,-0.0742219809094137
TRN-0459,41.8715,41.18898604089269,0.682513959107304,0.682513959107304,Valid,2,0,0,0,0,0.0550170134841092
TRN-0641,37.4487,38.12823259196456,-0.6795325919645592,0.6795325919645592,Valid,2,0,0,0,0,0.0666151317331298
TRN-0898,21.6868,21.008883732896148,0.6779162671038534,0.6779162671038534,Valid,1,0,0,0,0,0.6852739294195551
TRN-0855,37.0514,36.37646187504655,0.6749381249534494,0.6749381249534494,Valid,2,0,0,0,0,0.0102198851777224
TRN-0755,16.6688,15.995854948678247,0.6729450513217543,0.6729450513217543,Invalid,2,0,0,0,0,-9.283601815342257
TRN-0325,19.3421,18.669524325504142,0.6725756744958566,0.6725756744958566,Valid,1,0,0,0,0,-0.0143638545423563
TRN-0030,29.1257,28.45380116462583,0.6718988353741686,0.6718988353741686,Valid,1,0,0,0,0,-0.1187365206008799
TRN-0988,16.6707,17.339001706482193,-0.6683017064821932,0.6683017064821932,Valid,1,0,0,0,0,0.76514352659078
TRN-0682,18.6498,17.98159077013081,0.6682092298691877,0.6682092298691877,Invalid,0,0,0,0,0,-16.56744086904024
TRN-0094,19.4108,20.073398295547435,-0.6625982955474363,0.6625982955474363,Valid,1,0,0,0,0,0.3221691879031461
TRN-0629,14.9091,15.570265562893562,-0.6611655628935615,0.6611655628935615,Valid,0,0,0,0,0,-0.1669176664357241
TRN-0112,15.6204,14.968458431876961,0.6519415681230392,0.6519415681230392,Valid,0,0,0,0,0,0.172275011021215
TRN-0208,31.0727,31.724591435049756,-0.6518914350497553,0.6518914350497553,Valid,1,0,0,0,0,-0.2136490692107315
TRN-0592,16.7186,17.370422740078094,-0.6518227400780958,0.6518227400780958,Valid,0,0,0,0,0,0.0269871818646905
TRN-0644,15.8306,15.181497407783755,0.649102592216245,0.649102592216245,Valid,0,0,0,0,0,0.213503698638334
TRN-0549,17.3213,17.97006596111321,-0.6487659611132095,0.6487659611132095,Valid,2,0,0,0,0,-0.0724597784882945
TRN-0458,23.0209,23.66932701706079,-0.64842701706079,0.64842701706079,Invalid,2,0,0,0,0,0.0263450973772911
TRN-0135,18.4965,17.8499402495523,0.6465597504477003,0.6465597504477003,Invalid,0,0,0,0,0,-0.162919259315398
TRN-0251,53.6774,53.03387878609456,0.6435212139054372,0.6435212139054372,Valid,1,0,0,0,0,0.3215733423133144
TRN-0786,42.5382,41.89490461506668,0.6432953849333245,0.6432953849333245,Valid,2,0,0,0,0,0.0563251701493427
TRN-0541,36.989,37.631106069636424,-0.6421060696364265,0.6421060696364265,Valid,0,0,0,0,0,-0.1451593937905677
TRN-0882,19.8233,20.464716361896276,-0.641416361896276,0.641416361896276,Valid,1,0,0,0,0,0.6805879066386851
TRN-0736,20.9866,20.346404373581866,0.6401956264181337,0.6401956264181337,Valid,0,0,0,0,0,-0.0062512442696309
TRN-0672,36.7346,37.37334846893558,-0.6387484689355816,0.6387484689355816,Valid,1,0,0,0,0,-0.1608332989297558
TRN-0537,26.1312,25.494417377003735,0.6367826229962645,0.6367826229962645,Valid,0,0,0,0,0,-0.1095290187404423
TRN-0395,26.0598,26.691185718186254,-0.6313857181862552,0.6313857181862552,Valid,2,0,0,0,0,-0.2805575923304566
TRN-0265,19.6328,20.26071690216934,-0.6279169021693392,0.6279169021693392,Valid,1,0,0,0,0,0.5293518946252505
TRN-0564,15.0896,14.462130480608888,0.6274695193911128,0.6274695193911128,Valid,2,0,0,0,0,0.3466097159182357
TRN-0563,23.4619,22.836032209700768,0.6258677902992318,0.6258677902992318,Valid,2,0,0,0,0,0.1408370652735993
TRN-0365,48.6475,49.273209195804945,-0.6257091958049443,0.6257091958049443,Valid,2,0,0,0,0,0.0458518819300692
TRN-0555,20.6918,21.316769063201235,-0.6249690632012346,0.6249690632012346,Valid,2,0,0,0,0,0.3858709619405296
TRN-0114,26.4238,25.801638392046183,0.6221616079538173,0.6221616079538173,Valid,2,0,0,0,0,0.2979723105417129
TRN-0455,46.962,47.582400973411296,-0.620400973411293,0.620400973411293,Valid,1,0,0,0,0,0.2882049631600196
TRN-0935,29.1563,29.77642659677811,-0.6201265967781069,0.6201265967781069,Invalid,1,0,0,0,0,7.063869693953039
TRN-0125,20.6012,19.98179156356231,0.6194084364376877,0.6194084364376877,Valid,2,0,0,0,0,0.1883980765870934
TRN-0697,22.287,22.90631161529098,-0.6193116152909823,0.6193116152909823,Valid,2,0,0,0,0,0.1027006302889574
TRN-0449,47.5433,46.924191068310705,0.619108931689297,0.619108931689297,Valid,0,0,0,0,0,0.1802741112530093
TRN-0497,19.733,20.35068689310548,-0.6176868931054784,0.6176868931054784,Valid,1,0,0,0,0,0.1621063894059453
TRN-0806,46.4182,45.80116334506223,0.6170366549377704,0.6170366549377704,Valid,1,0,0,0,0,0.2921071106138235
TRN-0952,17.1858,17.801617267874047,-0.6158172678740463,0.6158172678740463,Valid,1,0,0,0,0,-0.2205819374569912
TRN-0367,45.131,44.516473010565846,0.6145269894341538,0.6145269894341538,Valid,2,0,0,0,0,0.3036744031026153
TRN-0253,22.5182,21.904073920935954,0.6141260790640466,0.6141260790640466,Valid,1,0,0,0,0,0.186844075245947
TRN-0282,16.3934,15.780299595071154,0.6131004049288453,0.6131004049288453,Valid,1,0,0,0,0,0.0910620120082619
TRN-0301,51.0155,50.40527253862833,0.6102274613716716,0.6102274613716716,Invalid,1,0,0,0,0,0.311214500561114
TRN-0869,28.7862,29.395596299133555,-0.6093962991335538,0.6093962991335538,Valid,0,0,0,0,0,-0.5184490734581928
TRN-0725,12.1006,12.708907667287152,-0.6083076672871517,0.6083076672871517,Valid,2,0,0,0,0,0.1093269374710601
TRN-0867,17.0184,16.411429952681047,0.6069700473189528,0.6069700473189528,Valid,1,0,0,0,1,0.0223417639395737
TRN-0919,21.2594,21.8653364109942,-0.6059364109942003,0.6059364109942003,Valid,1,0,0,0,0,0.2033114125995396
TRN-0868,55.1412,54.536660994230026,0.604539005769972,0.604539005769972,Valid,2,0,0,0,0,-0.3947829955788933
TRN-0845,18.2318,17.628317308208516,0.6034826917914842,0.6034826917914842,Valid,1,0,0,0,0,-0.2561582484336959
TRN-0193,39.5565,40.15887290067007,-0.6023729006700691,0.6023729006700691,Valid,1,0,0,0,0,0.0087477081173883
TRN-0487,23.6253,23.023131657874544,0.6021683421254558,0.6021683421254558,Valid,1,0,0,0,0,0.3369269008301785
TRN-0523,14.6204,15.221550385067765,-0.6011503850677649,0.6011503850677649,Invalid,1,0,0,0,0,-0.2775569978964594
TRN-0854,13.2914,13.891891772335322,-0.6004917723353227,0.6004917723353227,Valid,1,0,0,0,0,0.1773395345733828
TRN-0986,17.9657,17.365395527084402,0.600304472915596,0.600304472915596,Valid,1,0,0,0,0,0.3649604739314362
TRN-0399,13.2902,13.886272541540505,-0.5960725415405044,0.5960725415405044,Valid,1,0,0,0,0,-0.2579245489794548
TRN-0345,15.9588,15.363779792867719,0.595020207132281,0.595020207132281,Valid,1,0,0,0,0,-0.0615525851198857
TRN-0614,48.5665,49.161127118963954,-0.594627118963956,0.594627118963956,Valid,2,0,0,0,0,-0.21319453937177
TRN-0833,12.4673,13.061793940354667,-0.594493940354667,0.594493940354667,Valid,2,0,0,0,0,0.1638137895417184
TRN-0776,19.2865,19.878671532024175,-0.5921715320241745,0.5921715320241745,Valid,2,0,0,0,0,0.7322722984500025
TRN-0679,39.1206,38.5296026837253,0.5909973162747022,0.5909973162747022,Valid,1,0,0,0,0,-0.4642454261752213
TRN-0606,31.1359,30.545514559286364,0.5903854407136357,0.5903854407136357,Valid,0,0,0,0,0,-0.0013001699342893
TRN-0889,34.8501,35.43622573827584,-0.5861257382758396,0.5861257382758396,Valid,0,0,0,0,0,0.434047781457533
TRN-0966,13.3057,13.891819573786758,-0.5861195737867586,0.5861195737867586,Valid,2,0,0,0,0,-0.2064404614510682
